Product_logo,Product_name,Product_title,Product_subtitle,rating_stars,number_of_ratings,price
https://ga1.imgix.net/logo/o/100223-1596743059-3265262?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,ecomdash,Multichannel inventory & sales order management web software,"Ecomdash helps online retailers manage sales orders and product quantities across an unlimited number of sales orders. Ecomdash integrates inventory management, order processing, restocking, warehouse coordination & distribution, and more. ",3.88,98,$25
https://ga0.imgix.net/logo/o/133983-1591254763-6071315?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,data studio,Secure backup for Amazon advertising data,"data studio by Dash Applications is a cloud-based data backup tool for storing, backing up, and analyzing Amazon advertising data. The platform allows users to connect Amazon accounts and transform, interpret, and connect data. It integrates with third party platforms including Tableau and Power BI.",5.0,6,$300
https://ga0.imgix.net/logo/o/118491-1560759376-9919982?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Recapture,eCommerce and email marketing solution for businesses,"Recapture is a cloud-based eCommerce solution which assists small to medium sized online retailers with cart recovery and email marketing. Key features include reviews management, shopping cart, multi-store management, promotions management, predefined templates, and spam check.",4.86,7,
https://ga1.imgix.net/logo/o/117387-1558341714-198639?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,uptain,Abandonded shopping cart recovery for eCommerce,"uptain is an abandoned shopping cart recovery solution for eCommerce which helps businesses engage and retain customers in online shops using smart exit-intent popups and personalized emails. uptain offers a number of plugins with Magento, Wordpress, Shopware, OXID, Shopify, JTL, Plentymarkets etc.",4.86,7,
https://ga1.imgix.net/logo/o/100206-1498050000-1345146?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,SureDone,Simply Powerful Multichannel E-Commerce Software,"FREE VERSION!! Effortless multichannel. In a single place, list, sync inventory, process orders and automate your mundane tasks, across channels such as eBay, Amazon, Facebook, Instagram, Google, BigCommerce, Shopify and more. And connect your partner inventory and pricing, or your ERP, CRM and more",4.5,10,$100
https://ga0.imgix.net/logo/o/91140-3542672438.jpg?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Shopping Cart Elite,Today's Most Sophisticated eCommerce Solution,Shopping Cart Elite is the Most Sophisticated eCommerce Solution in the Market Today. The top software solution for online retailers and wholesalers. ,3.83,23,$199
https://ga0.imgix.net/logo/o/2035279-1603746375-7754686?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,AiHello,Simplified PPC bidding for Amazon campaigns,"AiHello is an ads automation platform that allows businesses to monitor ads and automate bids on Amazon to decrease ad spend and increase sales. With intelligent ads automation and smart forecasting, businesses can reduce time spent on marketing management and enhance fulfillment operations.",4.45,11,$29.99
https://ga0.imgix.net/logo/o/113253-1527594397-301691?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Finelink,Online marketing & digital asset management (DAM) platform,"Finelink helps companies do business better. Part marketing portal, company branded storefront, ecommerce tool, document editor and fulfillment management tool. ",4.31,13,
https://ga0.imgix.net/logo/o/106529-1487603706-9017453?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,SwiftERM,Automated email remarketing for eCommerce,As essential facility to ensure identified next purchases are nurtured. ,4.75,8,$125
https://ga1.imgix.net/logo/o/91044-2385882273.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,SAP Ariba,Business commerce partnering,"Ariba® Commerce Cloud is an eCommerce and eProcurement platform that helps you to buy, sell, manage cash more effectively. Ariba combines the ability to optimize complete commerce lifecycles with the world’s largest web-based trading community.

Ariba® Commerce starts with a freemium package, for transactions in $50,000, and additional fees are re",4.12,17,
https://ga0.imgix.net/logo/o/111827-1516131821-5606425?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Systum,One platform to run your B2B or B2C business.,"Systum helps you to manage inventory, operations, sales and customer service all from a single software application. Then, use the power of business intelligence that comes from real-time customer data to transform your growing wholesale distribution business into a highly-profitable enterprise.",4.78,9,$600
https://ga0.imgix.net/logo/o/106139-1484216106-5893333?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Digioh,Customizable web forms that integrate with your stack,"Digioh's drag-and-drop form builder allows you to create targeted and personalized web forms that integrate with your marketing stack. 400+ built-in and custom integrations (including Salesforce Marketing Cloud, Commerce Cloud, Sales Cloud, and many more).",4.7,10,
https://ga1.imgix.net/logo/o/133127-1588666270-2059774?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Cap Cadeau,Online gift voucher management,"Cap Cadeau is an online gift voucher management platform which allows users to sell a variety of gift vouchers through their website or Facebook page. The solution is designed for the restaurant, hotel, tourism, wellness & leisure industries and automates delivery of electronic gift cards via email.",4.64,11,
https://ga0.imgix.net/logo/o/105961-1588345301-7120318?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,REES46,eCommerce marketing stack,The smartest way to increase your online store revenue by 40% using real customer insights. ,5.0,8,$199
https://ga1.imgix.net/logo/o/108579-1586274571-1886563?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,API2Cart,Unified shopping cart data interface,"API2Cart is a unified shopping platform integration interface that allows you to retrieve, update, and use various e-store data such as customers, orders, products, and categories from 40+ popular platforms and marketplaces including Magento, Shopify, PrestaShop, OpenCart, Amazon, eBay, and others.",5.0,8,$500
https://ga1.imgix.net/logo/o/126587-1569495717-5920846?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Chondrion,Inventory and warehouse management solution for retailers,"Chondrion is a cloud-based retail management solution, designed to help consumer goods retailers with order fulfillment, customer service, and supply chains. Chondrion’s key features include inventory management, warehouse management, order tracking, advertising, and reporting.",4.58,12,$199
https://ga0.imgix.net/logo/o/107493-1499966185-9909544?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,VTEX,Grow your business with collaborative commerce from VTEX.,"Tap into new markets and attract new customers and suppliers with VTEX, the first and only fully integrated marketplace-commerce-oms solution. ",4.8,10,
https://ga0.imgix.net/logo/o/10135-1374768631.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Answerbase,Meet your customers’ and company's information needs,"Answerbase is a knowledge management platform for customer support and e-commerce, allowing users  to ask questions, receive quality answers, and browse relevant content and articles to meet their demand for information about your products and services.",4.73,11,$19
https://ga0.imgix.net/logo/o/20454-1502880729-2936053?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Volusion,eCommerce website store & shopping cart software,"Volusion is an all-in-one eCommerce solution for small businesses. It offers everything a business needs to build, grow, and manage an online store. With Volusion, businesses do not require any programming skills to start and run an eCommerce site. ",3.78,37,$15
https://ga1.imgix.net/logo/o/109157-1502444602-666576?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,ChannelGrabber,"Channel, stock, order & inventory management for eCommerce","ChannelGrabber - formerly OrderHub - is a comprehensive stock, inventory, order, and dispatch management platform for small to mid-sized eBay, Amazon and eCommerce web stores. ",4.32,19,£150
https://ga1.imgix.net/logo/o/109969-1510923737-5309167?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Segmentify,Personalized product recommendation software for ecommerce,"Segmentify is a personalization platform, backed with artificial intelligence technology, for online retailers that allows them to optimize conversion rates. ",4.82,11,€149
https://ga1.imgix.net/logo/o/91142-2508263346.jpeg?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Pinnacle Cart,Making e-commerce work,"Pinnacle Cart is an easy to setup and use, customized online shopping cart software to meet your needs and budget. Our turnkey eCommerce solution is geared for the marketing-minded online business owner and will carry your online store into future online success.",4.63,8,$30
https://ga0.imgix.net/logo/o/100221-1406538022-1814258?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,ChannelAdvisor,Connecting and optimizing the world’s commerce,"ChannelAdvisor supports leading brands and retailers looking to engage with consumers across their buyer's journey, expand their reach across marketplaces and improve fulfillment. ",3.68,47,
https://ga1.imgix.net/logo/o/110855-1510736332-3670359?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,CS-Cart Enterprise,Omni-channel eCommerce platform built on Salesforce®,CS-Cart Enterprise is a cloud eCommerce solution running 100% in Heroku cloud infrastructure and offering out-of-the-box Salesforce® integration. ,4.25,4,$1000
https://ga1.imgix.net/logo/o/115415-1550568785-5649066?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Simplero,All-in-one marketing software,"Simplero is a single software for your website, sales funnels, email marketing, online courses, and membership sites. ",4.53,15,$29
https://ga1.imgix.net/logo/o/106065-1486171202-167066?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Inbenta,AI-powered Customer Interaction Management Platform,Inbenta E-Commerce Search untangles product search by understanding the meaning of your customer's query to point your shoppers to the products they want. ,4.5,4,
https://ga1.imgix.net/logo/o/91112-1824873881.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,TaxCloud,Sales Tax at the Speed of Commerce,"Sales tax calculation, sales tax filing & remittance. ",2.86,35,$9
https://ga0.imgix.net/logo/o/105471-1477488799-5277534?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,SheerID,Eligibility verification for increasing online conversions,"SheerID provides verification for online retailers and services to ensure that special offers, discounts or promotions are accessible to eligible customers only. ",5.0,3,
https://ga1.imgix.net/logo/o/2035431-1603825282-2071168?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Searchspring,eCommerce software for online retailers and merchandisers,Searchspring is an eCommerce tool that helps online retailers control search results and enhance website merchandising operations. It allows businesses to autocorrect typographical errors in the search bar and provide suggestions for similar products to create individualized shopping experiences.,5.0,3,
https://ga0.imgix.net/logo/o/109329-1575471239-036621?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Bagisto,OpenSource eCommerce On Laravel,OpenSource Laravel eCommerce Platform. ,4.2,5,
https://ga0.imgix.net/logo/o/131811-1585230006-2404654?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Epicor Retail Solutions,"Complete, secure, user-friendly retail management solutions","Fully Hosted, Cloud-Based Solutions or on prem- Epicor delivers retail management solutions for retail businesses of all sizes to streamline operations related to point-of-sale (POS), customers, pricing, inventory, and more. ",4.5,4,
https://ga0.imgix.net/logo/o/110151-1507283428-3831847?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Jazva,Inventory Management Software for B2B & B2C companies,"Jazva is a multi-channel selling software that offers automated inventory management, marketplace listing, and order fulfillment capabilities for sellers. ",3.27,22,
https://ga0.imgix.net/logo/o/2035843-1606204801-069662?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,k-eCommerce,Cloud-based eCommerce management software,"k-eCommerce helps businesses manage online stores, product catalogs, customer service, and more on a unified portal. Designed for Microsoft Dynamics and SAP Business One applications, the platform lets organizations automate various processes to optimize costs and utilization of resources.",4.0,9,$199
https://ga1.imgix.net/logo/o/100215-1406289449-721408?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Solid Commerce,Inventory management software for eCommerce market places,"SolidCommerce is an online order and inventory management solution that helps with listing management, shipment and selling across eCommerce channels. It provide solution for selling online goods,  listings, and more. It can create variation style listings, as well as kit listings of multiple items.",3.35,23,
https://ga1.imgix.net/logo/o/101329-1429102978-419488?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Worldpay,Online global payment gateway,"Worldpay is a global payment gateway and solutions provider with products and services for SMEs and large enterprises, from card payments to fraud management. ",3.58,12,
https://ga1.imgix.net/logo/o/101133-1425234580-090532?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Virto Commerce,Enterprise .NET e-Commerce Platform,Virto Commerce is the only enterprise level .net e-commerce framework fully available under Open Source license.  ,5.0,4,
https://ga1.imgix.net/logo/o/126867-1570676277-771094?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Scantranx,Point of sale solution for retail and wholesale businesses,"Scantranx is a cloud-based solution designed to help wholesale and retail businesses automate processes for inventory tracking, omni-channel eCommerce operations, customer relationship management, and more. It centralizes all business data from different sales channels.",5.0,4,$39
https://ga0.imgix.net/logo/o/90846-3630489448.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,MemberMouse,The WordPress membership plugin that sets up in minutes.,"MemberMouse is an enterprise-class, easy to use, scalable WordPress membership plugin that allows you to accept payments, manage customers, deliver premium content in a password protected member's area, track critical business metrics and it has all the flexibility you need to maximize revenue.",5.0,4,$19.95
https://ga0.imgix.net/logo/o/2032523-1601543889-2336624?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Jungle Scout,Research and analysis software for Amazon marketplace,"Jungle Scout helps businesses optimize products, listings, sales, and marketing across the Amazon marketplace. It offers an extension for Google Chrome and Mozilla Firefox browsers, enabling users to view product demand, competitors, and profit projections and validate new product ideas.",5.0,4,$49
https://ga1.imgix.net/logo/o/107469-1612806984-4808939?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Linnworks,One Platform. Total Commerce Control.,"Linnworks connects, manages and automates commerce operations, powering businesses to sell wherever their customers are and capture every revenue opportunity. ",3.88,12,
https://ga0.imgix.net/logo/o/111137-1511887581-689945?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Scalefast,Complete enterprise eCommerce solution for global brands.,"Scalefast is an outsourced eCommerce solution designed to build & manage global eCommerce for brands, with customer loyalty programs, subscription management, order tracking, inventory tracking, and more. The cloud-based solution allows business to manage multiple channels from one central location.",4.8,5,
https://ga1.imgix.net/logo/o/177611-1595493121-317492?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Unioncrate Operations Management,Supply chain management platform for the CPG industry,"Unioncrate Operations Management is a supply chain platform designed to help businesses in the CPG industry manage sales orders, demand planning, shipping, inventories, and more. It enables administrators to create bills of materials (BOMs) and track costs of raw materials and finished goods.",4.67,6,
https://ga1.imgix.net/logo/o/132871-1587975509-3371258?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,twik,Real-time business intelligence and website optimization,"twik is an eCommerce & B2B platform that increases sales & Revenues and utilizes AI and machine learning in real-time full GDPR/CCPA/ICO compliant. twik is the worldwide leader in Personalization Automation industry and presents a Shopify app to boost, sales, conversions and revenues.",5.0,5,$9
https://ga1.imgix.net/logo/o/111651-1515578497-6346037?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,OroCommerce,Open source B2B eCommerce platform,"OroCommerce is an open source B2B eCommerce software for mid & large sized companies, with built-in CRM and third party application integrations. ",4.67,6,
https://ga0.imgix.net/logo/o/116183-1553707069-1153607?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,CartStack,Abandonded cart & sales recovery tools for eCommerce sites,"Ecommerce software that sends the right message at the right time to recover lost online sales. Cart & browse abandonment emails bring back lost customers & automatically recover lost sales, while on-site campaigns work in real time to improve on-site conversion & capture new leads.",4.5,8,$29
https://ga0.imgix.net/logo/o/102117-1446558224-4517565?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,NuORDER,The Collaborative Commerce Platform,"NuORDER is the leading wholesale eCommerce platform helping brands and retailers grow and win together.

Brands use NuORDER to deliver a seamless, more collaborative wholesale process, where buyers can browse products, plan assortments visually, and make smarter buys in real-time.",3.97,31,
https://ga0.imgix.net/logo/o/100807-1418813630-217532?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Onsight,Product catalogue & ordering app for distributors,"Onsight is a mobile sales app for distributors, wholesalers and manufacturers with outside sales teams. Sales reps use their mobile devices to show new products to customers and to quickly create quotes and orders whilst on the road, even when they are offline.",4.83,6,$25
https://ga0.imgix.net/logo/o/112563-1519298310-3838809?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Adyen,International payment processing platform,"Adyen is a payment processing platform built for businesses within any sector, with tools for accepting payments in multiple formats and optimizing growth. ",5.0,5,
https://ga0.imgix.net/logo/o/131671-1585231354-4167988?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Zoho Commerce,eCommerce store builder for SMBs,"Zoho Commerce is a cloud-based solution, which helps businesses design online stores using predefined templates, themes, and layouts. Features include order processing, role-based user permissions, inventory tracking, shipping management, serial number tracking, product categorization & analytics.",3.0,2,$20
https://ga1.imgix.net/logo/o/112631-1519754843-2445598?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,ChannelSale,Multi-channel Ecommerce solution for online sales,"ChannelSale is a multi-channel ecommerce solution that enables online sellers to reach more customers worldwide, across marketplaces, comparison shopping engines and affiliate networks, by automating the synchronization of product lists, orders and stock via a unique software interface.",2.25,4,$99
https://ga0.imgix.net/logo/o/102899-1457055109-9364774?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Nosto,Personalized shopping experiences for e-commerce businesses,"Personalized marketing tools with emails, popups, Facebook ads, and product recommendations for e-commerce businesses. ",4.0,1,
https://ga0.imgix.net/logo/o/127807-1574156192-13098?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,eHopper eCommerce,Online eCommerce store for retail-based businesses,"eHopper eCommerce is a cloud-based eCommerce solution, which assists retail businesses with selling products and services online. Key features include inventory tracking, order management, data import/export, an online product catalog, shipping, sales reporting, and customer reviews.",5.0,1,$49.99
https://ga0.imgix.net/logo/o/91137-1612420185-825463?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Voog,Website building software for small to midsize businesses,"Voog is a website building software designed to help small and medium businesses use customizable templates to create eCommerce stores. It allows managers to add social media plugins, use code snippets, upload images or files, and edit margins across multiple websites.",5.0,1,$13.22
https://ga0.imgix.net/logo/o/111185-1552992644-7445564?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Parcelhub Shipping,Multi-carrier delivery management and tracking support.,https://www.parcelhub.co.uk/ecommerce-shipping-solutions/ ,5.0,1,
https://ga0.imgix.net/logo/o/10297-1559553826-814063?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Go Sitebuilder,The Website Builder for Small Businesses,Join over 8 million people and take your business to the next level. It doesn't matter who you are or what idea you have; anyone can get their business online with Go Sitebuilder. ,5.0,1,£9.99
https://ga0.imgix.net/logo/o/109235-1503046720-0018542?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Atlas CRM,Customer information management for Atlassian tools,"Atlas CRM allows users to manage customer information and record interactions across Atlassian tools including JIRA, Confluence and JIRA Service Desk. ",5.0,1,$10
https://ga1.imgix.net/logo/o/115419-1550569950-0312183?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Shoplo,Multi-channel e-commerce management,"Shoplo is an ecommerce platform that empowers the user to create and manage a custom online store easily. The platform allows easy management of an online store over various sales channels and keeps the user in control of their inventory, products, orders, customers, and revenue.",4.0,2,$12
https://ga0.imgix.net/logo/o/8253-1433749180-1381054?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Avactis,E-commerce platform,"Avactis Shopping Cart is a software package that lets you open an Internet online store. 

Avactis' unique advantage over other shopping cart software is that it allows you to easily integrate the online store with your existing site.  ",4.0,2,$19.95
https://ga0.imgix.net/logo/o/20405-583061428.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Apptha,"CMS Extension, Templates, Modules and Themes","Joomla templates , Joomla Themes, Joomla Extensions, Magento extensions, Magento templates, Magento themes, Wordpress themes, Wordpress templates, Wordpress Plugins. ",4.0,2,
https://ga1.imgix.net/logo/o/111833-1516184529-2138307?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,FreightCenter,Cloud-based shipping solution,"FreightCenter is a shipping solution which allows users to obtain shipping rates & schedule pickups with qualified, well-known freight & shipping companies. ",3.25,4,
https://ga1.imgix.net/logo/o/168851-1594877974-1383173?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,SAP Commerce Cloud,eCommerce platform to manage orders across multiple channels,"SAP Commerce Cloud is a multi-channel eCommerce platform designed to help businesses of all sizes create progressive web applications (PWA) with a shopping cart, checkout, search and navigation capabilities. ",4.0,1,
https://ga1.imgix.net/logo/o/100875-1421160372-232047?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Vendio,eCommerce software solutions,"Vendio is a multi-channel eCommerce platform for small businesses to run and manage every stage of the online retail store cycle. It offers integrated applications and online selling tools to help online merchants manage their sales across multiple channels, including Amazon.",2.92,12,$24.95
https://ga1.imgix.net/logo/o/121247-1566463854-5187511?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Sellbery,Product feed automation and order management,"Sellbery is a cloud-based product feed automation and inventory management solution, which helps online retailers manage product listings and orders across multiple marketplaces. Key features include feed performance tracking, auditing, multi-channel distribution, and campaign management.",3.75,4,€29
https://ga1.imgix.net/logo/o/90752-1478263554-7212112?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,1ShoppingCart,Get an eCommerce Store and Start Selling Online,"Build a powerful, secure ecommerce storefront with our Online Store Software. Sell, promote, and grow with the 1ShoppingCart.com Online Store Builder. ",2.8,10,$34
https://ga0.imgix.net/logo/o/130259-1580885026-096943?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,BlinQ,Quoting platform for window furnishing businesses,"Blinq is a cloud-based quoting management platform that helps window furnishing businesses create quotes and manage leads, suppliers, purchase orders & more. It enables users to generate on-site quotes with details including customer information, product type, approval status, and pricing breakdown.",4.0,4,$100
https://ga1.imgix.net/logo/o/90751-611533704.jpg?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Ashop,Selling Online Is Now Easy,"Ashop is a hosted online store builder that gives you control to design, promote and grow your own ecommerce business. Get the complete online store with Ashop Commerce. This powerful shopping cart software lets you manage all website content, design and secure shopping cart operations.",3.8,5,$24.95
https://ga1.imgix.net/logo/o/9444-1526302057-7858577?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,WebJaguar eCommerce Suite,eCommerce Platform & Customer Portal Solution,WebJaguar gives full ability to buy and sell products on the Internet through an eCommerce website. ,3.0,12,$799
https://ga0.imgix.net/logo/o/110103-1507191844-1316767?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,iStockist,B2B eCommerce for manufacturers & distributors,iStockist is a B2B eCommerce software solution which accepts & processes online orders & automates marketing & communication around products & offers. ,5.0,2,
https://ga0.imgix.net/logo/o/2010055-1600250673-8292189?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Kibo eCommerce,Cloud-based eCommerce tool for managing B2B & B2C channels,"Kibo eCommerce is a cloud-based software designed to help businesses manage multiple sales channels, online orders, and marketing campaigns on a unified platform. Using the integrated headless commerce module, organizations can handle front-end and back-end operations and social media pages.",4.33,3,
https://ga1.imgix.net/logo/o/133535-1589861656-244266?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Funnel Wolf,"Website building, sales, and marketing management platform","Funnel Wolf is a website building and marketing management software, which helps businesses design custom websites and create, launch, and manage marketing campaigns. Organizations can use the drag-and-drop capabilities to add widgets and customize themes, colors, and font styles across websites.",5.0,2,$27
https://ga0.imgix.net/logo/o/91143-1529481195-8168006?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,goEmerchant,Online Shopping Cart Software,"GoEmerchant providers an affordable E-commerce solutions for small businesses. GoEmerchant provides all the tools you need:
- Internet merchant account, 
- shopping cart software,
- secure payment gateway,
- E-commerce hosting,
- website hosting,",5.0,2,$19.99
https://ga0.imgix.net/logo/o/2037843-1608694352-4883912?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,BeProfit,Profit and expense tracking software for Shopify users,"BeProfit by Become is designed to help Shopify users track and analyze business profits, expenses, and work orders on a unified platform. The centralized dashboard enables professionals to view the breakdown of product cost including shipping, production, marketing, transaction fees, and more.",5.0,2,
https://ga0.imgix.net/logo/o/111017-1597602065-7068582?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Yusp,Machine learning personalization & recommendation engine,"The Yusp personalization engine turns data into powerful user journeys that convert, powered by machine learning. ",4.25,4,$49
https://ga1.imgix.net/logo/o/111553-1555365270-2857752?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Zangerine,"All-in-One Software for Distribution, Wholesale & eCommmerce","Zangerine is a cloud-based eCommerce business management solution which enables users to manage purchasing, receiving, orders, shipping, inventory, and more. ",5.0,10,$79
https://ga1.imgix.net/logo/o/108507-1499341694-0381076?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Privy,Email list growth platform for marketers,"Privy helps you grow your email list and online sales through highly targeted banners, pop-ups, landing pages, conversion tracking & more. ",4.46,41,$20
https://ga0.imgix.net/logo/o/127399-1572284113-51296?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,OneSpace,Product content syndication platform for brands & retailers,"OneSpace is a cloud-based merchandising platform that helps brands optimize, centralize, and publish product content to enhance brand positioning. Key features include search engine optimization, keyword research, information management, collaboration, filtered search, and image editing.",,,
https://ga1.imgix.net/logo/o/102127-1473335015-6757252?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,EKM,eCommerce platform & online shop builder,EKM is an eCommerce tool for individuals and small businesses. EKM helps small retailers to build a website and take their shop online. ,2.5,2,£32.49
https://ga1.imgix.net/logo/o/126187-1608576694-1838937?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Oliver POS,Integrated POS Solution for WooCommerce,A point of sale to seamlessly integrate your online store with your physical store. ,,,$19
https://ga0.imgix.net/logo/o/107577-1496931579-743313?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Mokini,Email marketing automation for eCommerce,"Mokini is an email marketing automation solution designed for eCommerce businesses with customizable templates, user segmentation and scheduling. ",,,$89
https://ga0.imgix.net/logo/o/108547-1499680070-6455832?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,MobilityeCommerce,SaaS based marketplace & enterprise ERP platform,"MobilityeCommerce is an ERP software which supports shipping, shopping cart & marketplace integration for retailers, distributors & wholesalers. ",,,
https://ga1.imgix.net/logo/o/2038375-1610519260-725688?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Livescale,Live shopping platform for retail & eCommerce businesses,"Livescale is a cloud-based live stream shopping software designed to help retail and eCommerce businesses enhance engagement with buyers through interactive content and gamification. Features include customizable branding, market testing, real-time analytics, event management, and polling.",,,$490
https://ga0.imgix.net/logo/o/129655-1578904398-3648405?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Invotide,eCommerce platform for managing orders and sales operations,"Invotide offers everything you need to start, run and grow your online store. Get an eCommerce website, Point of Sale software, mobile apps and integrated payment system in one package. ",,,$14
https://ga0.imgix.net/logo/o/112091-1517242400-1402714?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Hub52,Fully featured eCommerce platform and content management,"Hub52 is an eCommerce engine designed for online sales businesses with tools for website building, editing, & management, as well as SEO, marketing & more. ",,,£149
